,HPG,VGC,HT1,FPT,BCM,CTD,GEX,VHL,CII,L10,VRC,KLB,VRE,DIG,VPD,HBC,VPS,DGC,VJC,STB,FCN,PNJ,NAB,PGB,ACB,NKG,GMD,HDB,VIP,MPC,VID,TCH,DPM,VHC,NLG,PLX,KDH,LGL,VNM,VOS,PDR,MWG,PHR,QCG,SBT,VND,TCB,HSG,LCG,HCM,VIB,KDC,SAB,EIB,NVL,HQC,SSI,VIC,TDC,SHB,DXG,REE,BID,VCB,CTS,MSB,PC1,VHM,VPB,GAS,TPB,DRC,HDC,CTG,OCB,BMI,LPB,ASM,KBC,CMG,VGG,MBB,IDC,POW,BCG,HNG,VCI,TLG,HAG,HVN,MSN,ITA,SZC,PAN,IJC,SCR,HU1,DHG,DPP,SDA
NKG,0.7450672924202475,0.5409231643124977,0.3865774382670673,0.3417144646570171,0.3859350834360438,0.3818713421139625,0.5155342137319348,-0.022361978731140725,0.5446899829648971,0.1499243898099249,-0.06032155729622547,0.15945092191197802,0.2673598759198209,0.580953036059103,0.15349422254273903,0.4160314554238309,0.20739915115644791,0.2951169022158989,0.07936570168688473,0.46744572383199173,0.5593272874340525,0.36522043613367383,0.4162190209344611,-0.05716424904190627,0.6210065505828888,1.0,0.394867291518386,0.43926983396849684,0.3609921327505234,0.3241414218245766,-0.08293022564654305,0.6045003937439878,0.2775857372283204,0.37603371614771397,0.5368326440595386,0.1675496483220088,0.581663852205153,0.23084779600313673,0.34009844806805606,0.3593582601160248,0.6100434594473717,0.5227762403651507,0.41413474123710015,0.1530238687102504,0.24586176528316403,0.6863337198257431,0.5594083534350205,0.8533166453215218,0.6487789115595618,0.6163097405553709,0.6712241255232704,0.09513269330286818,0.3026223583035868,0.6321439751090829,0.45948788148867487,0.5539234888844141,0.6140749380424877,0.026898477930663432,0.4189974754733948,0.5226020314900465,0.6636176608472455,0.39871710635685903,0.3361495321748025,0.40080837371172484,0.6422524719623618,0.5616391577653462,0.46593091392881153,0.13805720899146195,0.5736777784744101,0.10198520685276417,0.6421259460321588,0.4876312962338546,0.5968585351914442,0.4677315086271545,0.5448125615589509,0.49883672789641903,0.20456331311418746,0.6215862809762225,0.5507509988002692,0.4136280092276632,-0.03474192722169928,0.5730147223097435,0.3740606411898275,0.4142330662888433,0.0579951686955269,0.34311942600184625,0.5955032917343599,0.29343519396058915,0.48661372562346433,0.5436872733316555,0.5945752739468799,0.02125649617735529,0.59015068451114,0.34354447060567017,0.5937665131643174,0.706493338479678,-0.015150757741814161,0.46964644103417136,-0.0671339530374568,0.09178738760464289
GMD,0.35584203770507467,0.3710433197512628,0.27796820600009947,0.35125788430793403,0.4595799580704601,0.34327242387624657,0.4357417278084595,-0.00796188870358984,0.29245460236155096,0.034723062528855146,-0.040301345089324966,0.13494961207174339,0.20298366389830896,0.2674674044744471,0.22384222902308745,0.2003341891981249,0.12007450499293082,0.21423486185862786,0.18773471400041886,0.25565018627571306,0.3247330964637128,0.27694985785617826,0.29090677776819396,0.03671327532970808,0.33469388402937544,0.394867291518386,1.0,0.3476554328280451,0.40463359477389516,0.2206003088511511,0.01364518318263482,0.2551879253233668,0.3610724725950966,0.27866646682160107,0.3286371994964062,0.2735196601163534,0.3467998883719171,0.22890515019097887,0.19690188254159943,0.4196893474426704,0.28770823015034486,0.4430791519140369,0.33404576311859435,0.20794416743892494,0.24142734628689366,0.3148388525136991,0.3171416596726084,0.42929470476239645,0.39420877498256074,0.3248074353176982,0.4652013667458405,0.12415067381153305,0.21695401436259817,0.47893308773310217,0.27670863424447845,0.43848520243436173,0.3235030031379482,0.15082510939081975,0.2980670024450983,0.4521996439038206,0.32831094910102543,0.44518018154204886,0.2616348938517801,0.26067201705130394,0.3485812912717474,0.4849239684659691,0.5103592226502792,0.20749567994573426,0.43604299111093114,0.21376423303455017,0.4362298897779667,0.39193649066188707,0.3377685426031587,0.37143820283621015,0.4944136651846187,0.31050174006199177,0.26213827823741936,0.4759321682940717,0.47324133836241117,0.45136869046420597,-0.06538857592904414,0.3332959658711079,0.5042318285685192,0.4005467067616732,0.018606295909556262,0.17580321831610582,0.29291682260794527,0.24298447634014902,0.3532931172482451,0.45244851490360877,0.37685181347460217,-0.04652358387107713,0.4331264397277698,0.39365173031622597,0.35159676455054495,0.36596147122936157,0.10455510536787904,0.2527594795043568,0.04258826444379922,-0.06390473396711617
HDB,0.5512946867001011,0.32868526665090214,0.3241205135254649,0.2350726973311504,0.24991421435206523,0.3894439893872831,0.5010424211009451,-0.1239353550213971,0.4173429094209853,0.16671892746705805,0.05660699006730556,0.011374393336808926,0.44213172220920094,0.4697166564469968,0.11690700178634292,0.36929457874927335,0.10065933986224926,0.25844290144481913,0.39785697222548333,0.4627138055495943,0.4171345892785797,0.33600986687379286,0.44251305261739027,-0.155615396159082,0.5299988414625071,0.43926983396849684,0.3476554328280451,1.0,0.31403266234276417,0.3098890999326274,0.015140811477778179,0.49978173451721963,0.19468982351251762,0.1625295848207081,0.5106464750512103,0.16818572774471888,0.6237035702969161,0.15504251568514915,0.3346756528723402,0.2869763656577345,0.5346413299982492,0.5401935322089381,0.37754303051855254,0.046881488952147755,0.2748309793455629,0.48186695676210356,0.5952631819125085,0.497039530559074,0.376694999169014,0.3881033155903016,0.6265929465542807,0.05500337260714202,0.19993804173146382,0.538411531176844,0.27397680932951435,0.4440240511164997,0.5065604939041691,0.2876453011623788,0.36175365452819563,0.533724435479485,0.5258466788215362,0.29913256956860157,0.2074596498414496,0.2292430098150987,0.46399609668579983,0.5294958789969731,0.3778759590598159,0.36998971578793755,0.6027401590531757,-0.009803909852345319,0.5840196701876255,0.20291033241220555,0.5141989704019336,0.46604956681297954,0.6527474147342045,0.2822235933186496,0.3499576318803867,0.4743857305186961,0.4905551797700343,0.3382042934184514,-0.015481265948537706,0.5948687444598862,0.335380099459024,0.21371301546716293,0.026762017592350966,0.30830451858485436,0.35866789382060693,0.29772132424239606,0.47262663587755316,0.4036113528626206,0.3649711495799718,-0.040365142486906896,0.36597555190120157,0.21562903494819588,0.48112244574749885,0.4558839592618792,0.052146505590332695,0.315251931136062,0.013288021492052158,0.011141891043741426
VIP,0.3481000868374295,0.44255516807687256,0.42442776480865996,0.1924209224735122,0.35789740484011295,0.37792388262464643,0.24912680902315623,-0.029601517604304455,0.19986526562143703,-0.03391028637502798,-0.05243611090935415,0.11811874113096064,0.1320186794644369,0.20216910559434212,0.22207395203106042,0.33535037789016425,0.03782167679751191,0.23026927170755568,0.08886506563942337,0.1901542170623107,0.27748247584873054,0.304580991802298,0.39146435388345363,0.024370417748637286,0.2833404261483487,0.3609921327505234,0.40463359477389516,0.31403266234276417,1.0,0.13456084074891614,-0.005370079693607724,0.19326367490347088,0.43257814804650063,0.38649933660419855,0.31494993534109456,0.3889988734906581,0.36458467297738445,0.09069210493044354,0.21462544368470302,0.6451816524948755,0.20448547246424664,0.3474559946206332,0.49112729522069687,0.08120706776172676,0.20940657230382528,0.28327143477265126,0.2655141706818622,0.3917640938451821,0.3552289578168197,0.36899362462072155,0.3444624129283383,0.06675299815151635,0.2318059204643342,0.3804649161287396,0.1552138424404457,0.26919311401398427,0.3656596177146308,0.11630861463160526,0.27454830692773946,0.30380013379845705,0.24454423443957798,0.4791369551695977,0.2227246563193913,0.23606960392208345,0.31211545687652115,0.3010676943009199,0.39942765860142093,0.11250848384797976,0.3069828134925461,0.2525775433307662,0.3727330635680422,0.5326859398052455,0.17956498233888932,0.31698187941989936,0.3766740576949429,0.3992924736173283,0.24499730864414299,0.35478129776693684,0.335285909113674,0.28912200637355795,-0.0867762772198938,0.2842547423123209,0.3978933428160604,0.5184363631706482,0.1344299146566983,0.11434683601437746,0.28928342460480505,0.3281021762115721,0.3412619175249915,0.325852695613229,0.30132095606242365,0.10984871696529201,0.4537969486269739,0.452611398120847,0.30519797043120644,0.2931307926630427,-0.06707380990621466,0.25837083572365555,-0.053583689683135725,0.008247986667839713
MPC,0.2792215865213626,0.31997947628923634,0.2159469265398486,0.27104089937059556,0.30743339940438524,0.30685981349233526,0.18092305020957042,0.006763601269014074,0.2519118134338723,0.07659285417995346,0.03676236881324596,0.25142965254000593,0.21011163509309144,0.23113957823720913,0.10227137197726342,0.3854639350496347,0.008833153383644647,0.1791787116268019,0.14779377049525763,0.1851468196759367,0.300300238950959,0.23859531797922928,0.2207097008374388,0.05481524629504906,0.45581059031615023,0.3241414218245766,0.2206003088511511,0.3098890999326274,0.13456084074891614,1.0,-0.031200933829775415,0.3376194262903295,0.04574193910577152,0.24100340821874386,0.2806398077923656,0.11329035398761876,0.3707225213895482,0.1578141622484205,0.1969654905310722,0.15035789934780558,0.27751579863530407,0.35332030732322944,0.22588944224182667,0.06746868715145726,0.1897783057465688,0.32968155860360515,0.43751021292809034,0.35963733780398566,0.2844363384072514,0.3416159034896124,0.43072533666040097,0.020734346525829016,0.21156422822736828,0.30438396047394795,0.20472158844809704,0.3401968947914972,0.312103841188089,0.16728383445587638,0.23604322626314228,0.328028735073566,0.26582416927894614,0.25890825801391437,0.22370345662913085,0.2085148783189162,0.3316228918173876,0.3278833415609167,0.24193863029755944,0.18200139649762823,0.3198344244954416,0.10409854790078271,0.34418699400580216,0.2657892350750195,0.30870140313113004,0.32670262092007024,0.2834105176363341,0.2543308796942592,0.1468915143763043,0.3762562133692096,0.3233868058406701,0.34684226518017425,-0.15213506492179837,0.4318165813229087,0.27875503390573825,0.11176103715207912,-0.021412712525372062,0.2593071458599921,0.3235831463348503,0.2420477846216341,0.22110027677889668,0.18233047947747646,0.2745134963393799,-0.13217048409699692,0.36668046612569216,0.23859859248535512,0.3435284228720327,0.2760469902241042,-0.008104219073594784,0.39783354090624673,-0.039141673985776206,0.07431039732043945
VID,-0.019186757649247963,-0.11073351832226111,-0.09089274491287981,-0.016825255581280844,-0.09136066642642468,0.08877524908893777,-0.20470380847346523,-0.178037746713522,-0.026947439414915487,-0.07370801264495865,0.036792407702295055,0.06296979679555437,-0.06449146323230327,-0.03951596377398562,-0.09555154593316853,-0.11051932580381964,-0.06718720994850777,0.08131499492781512,0.01038057730184628,-0.004130526315706224,-0.023927091122308997,0.08873605138427237,0.05016026865666293,-0.13499565810197575,-0.08905480324530338,-0.08293022564654305,0.01364518318263482,0.015140811477778179,-0.005370079693607724,-0.031200933829775415,1.0,-0.024797512334458156,0.06255478098441275,-0.07071518514498905,0.02027270742302288,-0.05943669323539494,-0.002903254609107429,-0.007616533098672937,0.004166724857672522,0.008870203030151885,-0.14215086777554178,-0.057284474619163084,-0.037206113152026675,-0.10543098695688666,-0.06005412558431234,-0.12610569567736205,-0.021766187446723064,-0.12984621907927274,0.06791731688483195,0.005533513249973151,-0.030577695560762386,0.06071020297669179,0.01903597465802768,-0.053401888019728914,-0.07349490592432617,-0.03665296828094639,-0.029998152125431377,0.056090587046433014,0.002694190059779645,0.09170907790974109,-0.004979715283413127,-0.012047104909952188,0.01810373839421142,0.04449546393603349,-0.022179894482050568,-0.05679673710540902,-0.06494135544874215,-0.06574760539567706,-0.07164950041153578,-0.12147239242977517,-0.07981747260680776,0.01885180256446088,-0.12534595806886556,0.00725912136153091,-0.033665338048120705,-0.11000678542746362,-0.14462774192316386,-0.05567445315367503,-0.10126104673017147,-0.057619336647916276,-0.10131849098796643,-0.05808072907431885,-0.05273788721252233,-0.03352825002023252,0.06744272061301375,0.08987002879191494,0.0029783995068303555,0.031783307328945604,-0.011898578795777732,-0.03395765340753872,-0.042942229868493616,0.09091715625481579,-0.005193292827641146,-0.05748644301489488,0.008730738723281459,-0.1713495228928832,0.09956547733512695,-0.17702065084539978,0.1515286399427627,0.009834043744315644
TCH,0.48747172053968085,0.45823484958342653,0.2497103430469457,0.3062632124438293,0.20912175714150677,0.3493868973813443,0.5108090120654848,0.08664410014621188,0.7279006020950424,0.1234065889551128,-0.03406915952397796,0.08978505285481284,0.43864071865539467,0.764015134718564,0.06631570112747914,0.4888826024277456,0.06747689987276577,0.23628071164748982,0.1723139237738424,0.40776801110383815,0.5484664837215257,0.3263734530923035,0.33014862778128984,-0.07514373403619824,0.4984602296135675,0.6045003937439878,0.2551879253233668,0.49978173451721963,0.19326367490347088,0.3376194262903295,-0.024797512334458156,1.0,0.24692582301110813,0.30071498028379906,0.693671225467891,-0.06614092175799191,0.6625857669139187,0.14565670850274212,0.327406450353185,0.18971693656326036,0.7524138022753496,0.5366778895259747,0.2543387293652783,0.15511234107653218,0.3077498454643144,0.6017125373642389,0.5979248223476833,0.5989797823080482,0.5392120880362782,0.4896216146336879,0.6185324668755755,-0.0586073700644202,0.24011544081570044,0.6447950803755993,0.5617676374754761,0.6349803876261566,0.5387030789052205,0.18814667634165644,0.43887532681406377,0.436400038727763,0.7885854161469414,0.35355093879127564,0.20850780353890927,0.24782853038041364,0.5716961526890966,0.527251086611695,0.33022478873227146,0.3110312808988946,0.5963789858361617,-0.058713117703906297,0.5438471304661017,0.20871421201617546,0.7384088256764858,0.4604278722427518,0.5413328570313675,0.29128830009506396,0.22658821857833558,0.42662965857028123,0.5285084524487877,0.23692875130936628,0.0035938522152077347,0.5141806328516504,0.3651909330482341,0.23007600038422465,-0.0043435389534546304,0.30045314791784294,0.47219905711409,0.26882074990748916,0.545201538224024,0.4047643288603165,0.6003146887410433,-0.04702689811591442,0.45110109963126954,0.1871278172080027,0.6555321031328695,0.6623264730011182,0.01864025396033879,0.3514182299018968,0.013531782993204835,-0.02059119006053717
DPM,0.27692980229832276,0.2515061156222679,0.2898801134153833,0.11391735915678913,0.16613808079366738,0.22238689452691304,0.10647837313710669,0.026761998093151572,0.2423329647106964,-0.01715751936957382,-0.14922588292765085,0.05166079580438544,0.010570377545749252,0.24117260190498915,0.044972810286258075,0.1000476368171165,0.04757689237145133,0.35117331259422113,-0.030203618259143646,0.14161493476492412,0.23945329749070726,0.11952344320116479,0.2829761877657685,-0.04956081834174015,0.22895182839979858,0.2775857372283204,0.3610724725950966,0.19468982351251762,0.43257814804650063,0.04574193910577152,0.06255478098441275,0.24692582301110813,1.0,0.29126265288066744,0.2059909613874669,0.30245330573866974,0.24008005640553517,0.09336719115452505,0.13323713282610783,0.39814297923160247,0.25259192177629725,0.21272168203374572,0.4021141160070285,0.05738852082130801,0.15143929209797907,0.17166328503462136,0.13216471650457548,0.33662082718170255,0.340461924158205,0.18452893179480592,0.19776770638356622,-0.03355012375113174,0.1398529382950471,0.22860858289680439,0.18176508138033884,0.21380447092323346,0.1979278092472705,-0.03537532982528409,0.23936238388702838,0.27344116575164235,0.2911490561920041,0.4174308894670011,0.15358846966663312,0.18083183288391125,0.1784660322288908,0.15048004469212664,0.44527128301391833,0.018265712714507196,0.24130050529367086,0.2918562662542902,0.1663553897810798,0.2595658969177304,0.21713474872281058,0.26142103128153454,0.24531005615019022,0.19549249849285777,0.13684690802257718,0.25406755257482644,0.3977723833333048,0.12671537396441993,0.009669235566985918,0.22120325522490009,0.39129797314978365,0.45069696438979306,0.16041280176391223,0.14398817642458228,0.10887182441708317,0.1891393702190043,0.30546451549501813,0.24235283410251346,0.25267203104209623,0.06146678325117239,0.2569337228759881,0.2503914091427262,0.2634016011785007,0.18077913919335514,-0.043797963529878074,0.20529116090329577,-0.07978129203734365,0.0853887053931404
VHC,0.45630667617189735,0.4962837856425971,0.36415623071695324,0.36016406472450074,0.4521280038687987,0.4180498063017377,0.1626077355274558,-0.03579591774172913,0.25552690894299335,-0.11058466098361498,0.025128881513579764,0.07363051148769745,0.11904471603980096,0.23714903914409619,0.04002039664832344,0.33665291068869585,0.03468909015482326,0.23437488174492196,-0.021117761970745195,0.32282932377496704,0.36322065757857513,0.38455513831612737,0.3167016812993108,-0.05966195861547902,0.33803063223890845,0.37603371614771397,0.27866646682160107,0.1625295848207081,0.38649933660419855,0.24100340821874386,-0.07071518514498905,0.30071498028379906,0.29126265288066744,1.0,0.3150970798175369,0.25988125304466964,0.33641046242570005,0.2740097791676803,0.4697665000684674,0.36565653209363846,0.27770614115222336,0.41468378484943097,0.42384629838539817,0.19312769778728348,0.25658794997349615,0.28492861600759695,0.3050571987797897,0.37646563962106444,0.4093368031707187,0.37052260572620027,0.38077418243076855,0.08319731542005938,0.337577663244184,0.3398731827152023,0.27312734477111955,0.3430839617756239,0.38382170081562417,-0.031884462746681205,0.389757477720083,0.3311671997271861,0.2974784773142014,0.42148582001881785,0.39370045581060065,0.40508731592446345,0.3357213704496398,0.3126351577578786,0.3228397376072173,0.05845551833405794,0.36737637436249243,0.21170530998291595,0.32445052067805874,0.4531112571560682,0.19709068694652956,0.4263167776501375,0.4152762593393367,0.23884969476997533,0.24901968049713882,0.5039313932734962,0.4335649922840553,0.39989767510696844,0.03317946214251501,0.32894205795277426,0.5039252419267849,0.43951749246489946,0.06055352914581886,0.19096836586569227,0.3396840737517432,0.31567586718679697,0.39400419078037985,0.40874620327239536,0.4842876458509764,0.06570008233293448,0.4663977919469177,0.36979744018227356,0.33440864082294797,0.2632339859512424,-0.06165991922100768,0.34743315112491596,-0.06791518533140745,0.02758493751190188
NLG,0.5192875131450597,0.4331813222765902,0.18449998400577897,0.3490527553661812,0.317234272153008,0.4357288628402234,0.4007709352309561,-0.02710080085315143,0.653650614336789,0.040737486942467815,-0.0717040681379377,0.1307472026749069,0.3653640555594234,0.7100338651085941,0.07453903453511025,0.4957107257329022,0.10919542518844778,0.2443046680972211,0.17908313249147548,0.360165313663798,0.490235724294372,0.3932938946381418,0.38176696585374464,-0.10554037060159568,0.5129286094928581,0.5368326440595386,0.3286371994964062,0.5106464750512103,0.31494993534109456,0.2806398077923656,0.02027270742302288,0.693671225467891,0.2059909613874669,0.3150970798175369,1.0,0.025607855983478037,0.7034467866955306,0.20764303935318928,0.3276148114858254,0.22988815052439443,0.6765193294047226,0.5093275743493181,0.2479801910884062,0.1910258160017121,0.2052063701443682,0.4789928458378897,0.5496524714978382,0.540909428683898,0.5477536367842123,0.46283107003085067,0.5610647631849727,-0.016350291457747825,0.3132982495117183,0.5585364180280507,0.6149963108812487,0.6884720180289257,0.4770233312302494,0.19163016290617998,0.36394074816410515,0.420987757200506,0.6806236102097803,0.3604109038907549,0.3305602668583025,0.3376743991176803,0.5210221753998565,0.5433800247057202,0.35029231986112475,0.3089270579913872,0.552819981726519,-0.030579149860064176,0.5103284815410198,0.28230047667927805,0.6602412250403553,0.4352058552057652,0.6064218960812213,0.29592831337434083,0.22205701524174307,0.5492662808075491,0.47745671306635196,0.3782634705631266,-0.09244415324755215,0.48093076855558725,0.3139803751146419,0.23737474766046215,-0.03502053414106101,0.30925607157205287,0.3953400169826698,0.3428248413931641,0.5012818640418517,0.49149762693035287,0.5298430573304079,-0.047489728172748,0.43237167477464833,0.21056111215363696,0.5785889715620113,0.6119969587131135,-0.028214749413877978,0.3041605874845486,-0.008933769145553303,-0.01995135163553756
PLX,0.1589299392370072,0.25693194172605,0.2503983906114195,0.12865344345283475,0.4039587474604877,0.13688418579721862,0.0542205314546851,-0.13504408807397433,0.012261262986435678,-0.04717943190840642,-0.0428573679031352,-0.029482740193456532,0.0994337798060829,0.09911342534436324,0.17582214424742712,0.05375583979785904,-0.013225604477002537,0.05712723717159205,0.01381885106316132,0.07206647089285291,0.07984796625501835,0.1868847443490444,0.13953490832260487,0.11178359092001164,0.06323678060942665,0.1675496483220088,0.2735196601163534,0.16818572774471888,0.3889988734906581,0.11329035398761876,-0.05943669323539494,-0.06614092175799191,0.30245330573866974,0.25988125304466964,0.025607855983478037,1.0,0.05502489499756842,0.11981812647104938,0.26101137974593336,0.4917186345189994,0.1262462710997832,0.20541077994032847,0.41680444448979437,0.07854123867439732,0.22193662545873435,0.1588341898699559,0.07330057056654261,0.2171052441503154,0.11391835706469229,0.2502652490517793,0.1481744613557094,0.012126117633414021,0.24244128875579052,0.12170324976122855,-0.11273774630679352,0.1291302992038173,0.23619304367396868,-0.008296977532809703,0.1606097106738325,0.15840012325335645,0.13089780928548383,0.149690979024134,0.3906987298849055,0.2669940063852492,0.17701830647102731,0.08389634885727043,0.26507695225963945,0.0033119949387134893,0.12464454107605617,0.7897633200074932,0.17755333557673084,0.37192699995527195,0.04917193545310982,0.21786779960258457,0.14995462690695488,0.27554019632105026,0.10920730289788433,0.20349143406442446,0.2695779667850341,0.29877570236717726,-0.039746374391901595,0.12435972837815126,0.3152359849031821,0.506924845117982,0.10781818718688331,0.08871920401695853,0.16105871190724877,0.19510337136934305,0.15753480330981504,0.1804106574968629,0.2020715807006611,0.08652996678213629,0.29411322058661965,0.3163667949798707,0.17852333013483657,0.10179406324498483,-0.07025272658245321,0.17724827083650013,-0.19395580934750126,-0.038200301110806634
KDH,0.5009368795763435,0.3966611390164521,0.1997356468168824,0.2712140705087374,0.2356632976287483,0.433430642713049,0.53379394734649,-0.008987542030921827,0.6452861316554089,0.10053004965389747,-0.06565480266931652,0.10221402311464915,0.3983856689787309,0.6514514926691173,0.07909835460381945,0.4901929810455386,0.10026915656838965,0.22404644235919174,0.26449200371673603,0.46160019820953274,0.5227333055481479,0.38774426079980745,0.364571019752314,-0.06873365655214263,0.5643105353590855,0.581663852205153,0.3467998883719171,0.6237035702969161,0.36458467297738445,0.3707225213895482,-0.002903254609107429,0.6625857669139187,0.24008005640553517,0.33641046242570005,0.7034467866955306,0.05502489499756842,1.0,0.22718898197994697,0.30687488389901757,0.2863673990656932,0.7183049614144691,0.6004354815253352,0.33447186851474764,0.07965235119688384,0.20373393650979965,0.5880538110686095,0.5735329991455775,0.5818018680695788,0.5733678237547216,0.4981034328300866,0.6390171909415976,0.05958470831005149,0.2168974774195668,0.6104960980756087,0.5374777240452094,0.6043600375969845,0.5614824187560246,0.2489170224514801,0.35440845117991554,0.48868516238585497,0.711458524614543,0.4234856138906548,0.14977412898480338,0.18276978381483316,0.5363905897140686,0.5218702415523908,0.4334634220008784,0.3336564044038246,0.6292044093703025,-0.06352900914458394,0.5861730928101557,0.2884831589562286,0.6277245552521213,0.40809887282677254,0.6223707032819857,0.2866031736345837,0.28575249727528707,0.5047320936943542,0.5212786481346015,0.3303687318905178,-0.05953096650844504,0.5423248793091608,0.30454401787979085,0.2779165737755005,0.03957110154614663,0.28502566384946093,0.44923148975715765,0.2787420552484335,0.5562884027440844,0.4187266716269297,0.532138001719608,-0.11745759333296124,0.4471431561741716,0.27671996882974303,0.5945268915941343,0.6551343049940941,0.0053768821642346774,0.2865679592158383,-0.04255046449034632,0.048610584576713065
LGL,0.25541097072601904,0.16249485916701412,0.04268494335642872,0.16656675358427322,0.13221935957633277,0.21903446516261738,0.16749128165987304,0.017637658091833205,0.12552718399726362,0.08177428443945607,-0.0039370838028458975,-0.028150077103472466,0.22169719737906618,0.19590132503616062,0.07400678703720016,0.13960060086978915,-0.018617430399022257,-0.030136822068756307,0.10030481681838303,0.29216096592881696,0.26147264279620624,0.1406255403433096,0.18666262487120508,-0.053740197826220124,0.18975950916070414,0.23084779600313673,0.22890515019097887,0.15504251568514915,0.09069210493044354,0.1578141622484205,-0.007616533098672937,0.14565670850274212,0.09336719115452505,0.2740097791676803,0.20764303935318928,0.11981812647104938,0.22718898197994697,1.0,0.2402264809686974,0.10173013452465844,0.22094789515028948,0.1963824590396641,0.12796755542553118,0.2153508706547213,0.010280138586792591,0.17434058776023745,0.13555664725145716,0.1936094012662121,0.26909967064263923,0.13906447560615692,0.22350029492081208,0.0927669187117781,0.10253256948262825,0.1250084277338703,0.25475337704791956,0.3155300916262587,0.16905512877820736,0.11927428505302988,0.3660809042722025,0.25119948563035494,0.21465253971127402,0.11061491150094065,0.23798043980209607,0.20135992104540026,0.14471768573278257,0.29835139581637743,0.07102962864092137,0.12701490503072824,0.30374324763022087,0.024153020427366674,0.2298553127664435,0.1788856715296109,0.1817763691618391,0.19968523505112715,0.2540280557904119,0.06933320343820508,0.15341314048774635,0.2723333205395014,0.2694674626250857,0.09906856442362007,-0.05535109147512918,0.23633618098391704,0.17962517494952915,0.10451883068420116,-0.031477626303830844,0.12743032016762276,0.17463920607335134,0.12148955379068974,0.19203672630936036,0.1456246670780474,0.2747079182922237,-0.055599618895115166,0.16929348190633953,0.10886301318137837,0.18986419269624413,0.14483466111368626,-0.03149073016462091,0.15150089590040444,0.07872714713399741,0.114707615573203
VNM,0.4735459514840165,0.32755852923603346,0.12460004025619711,0.21985910017578825,0.44176116052646325,0.28027788140618315,0.15166385855398815,-0.08313544532325606,0.25224638275096245,-0.06313024809051121,-0.0037578821867273733,-0.025124442997828858,0.20105683574747865,0.27099178447211036,0.04750642024467968,0.21549170531145243,0.008904259499829583,0.1674748027484547,0.05249828274579619,0.2575436483360142,0.3330566605877575,0.3136258784632928,0.38240205486035,-0.2940635210344747,0.400732309390577,0.34009844806805606,0.19690188254159943,0.3346756528723402,0.21462544368470302,0.1969654905310722,0.004166724857672522,0.327406450353185,0.13323713282610783,0.4697665000684674,0.3276148114858254,0.26101137974593336,0.30687488389901757,0.2402264809686974,1.0,0.22484523661761988,0.2789113598268378,0.35707170882207084,0.29454938264235064,0.17231522448141345,0.1971576974180334,0.23364307164049972,0.2838661608921894,0.4417302180253051,0.3159603143954699,0.3367104154235505,0.4010836814886817,0.2617762029339226,0.4766202731277428,0.27503662376704896,0.24075213338619075,0.25091394968449177,0.3658211092359689,-0.013512845129457687,0.33753996234941136,0.29343864118392565,0.3130574998441872,0.2924773586675488,0.4531813717105934,0.43388054472803145,0.2447610614114472,0.322697580239929,0.24501448200538345,0.06729714392315105,0.35614478328957055,0.12536507497012714,0.37515957789386256,0.18253666688743977,0.22249172171835277,0.4029454286968788,0.39033852888748005,0.23505914411055104,0.285527471102863,0.36611434625776346,0.298827153731552,0.33320915836258147,0.05135331365795593,0.35037305579749,0.38547111548090823,0.192317011483489,0.04738775331138547,0.18493619394612598,0.2618715558311029,0.3488081808969114,0.2720144044278629,0.44526231927721643,0.4305605599022095,-0.11688692795336988,0.3477736267932916,0.2745013362511844,0.47608774016884026,0.290052826006852,-0.03917704977014745,0.3220838697620278,-0.03666789814926241,-0.011497509831828035
